clip_id,session_id,person_id,start_time,end_time,label,audio_file,split,hard_negative,sample_weight,source,source_domain,change_reason,hard_negative_source,negative_type,mining_role,row_origin,original_path,source_audio,canonical_audio_path,source_start_time,source_end_time,window_start_sec,window_end_sec,manual_decision,manual_subtype_raw,manual_subtype_norm,review_bucket,v3_cough_prob,yamnet_top1,yamnet_cough_score,yamnet_speech_score,yamnet_throat_like_score,candidate_id,clip_path,review_clip_is_training_source,canonical_training_window,notes,review_batch,review_id,review_file,derived_review_class,baseline_cough_prob,yamnet_top1_score
yamnet_review_48cd0299bf58,session_yamnet_review_48cd0299bf58,P_YAMNET_636b31dd6c,5.5,6.5,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_016425\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_016425\data.wav,,5.5,6.5,,,,,,,,Waterfall,,,,,,,,,第一次人工重听,review_01018,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01018_baseline_suspicious_review_b1p000_Waterfall_5p50_6p50.wav,model_false_alarm_hard_negative,0.999929,0.434618
yamnet_review_cf7dd27822a3,session_yamnet_review_cf7dd27822a3,P_YAMNET_1f8a8f91fd,9.0,10.0,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\120898.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\120898.wav,,9.0,10.0,,,,,,,,White noise,,,,,,,,,第一次人工重听,review_01019,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01019_baseline_suspicious_review_b1p000_White_noise_9p00_10p00.wav,model_false_alarm_hard_negative,0.999926,0.524067
yamnet_review_1b52c8219689,session_yamnet_review_1b52c8219689,P_YAMNET_f25f17443a,9.0,10.0,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_002563\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_002563\data.wav,,9.0,10.0,,,,,,,,White noise,,,,,,,,,第一次人工重听,review_01020,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01020_baseline_suspicious_review_b1p000_White_noise_9p00_10p00.wav,model_false_alarm_hard_negative,0.999926,0.524067
yamnet_review_e5062d74cfc4,session_yamnet_review_e5062d74cfc4,P_YAMNET_1f8a8f91fd,6.5,7.5,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\120898.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\120898.wav,,6.5,7.5,,,,,,,,White noise,,,,,,,,,第一次人工重听,review_01021,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01021_baseline_suspicious_review_b1p000_White_noise_6p50_7p50.wav,model_false_alarm_hard_negative,0.999921,0.585227
yamnet_review_0f9b74fd2358,session_yamnet_review_0f9b74fd2358,P_YAMNET_f25f17443a,6.5,7.5,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_002563\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_002563\data.wav,,6.5,7.5,,,,,,,,White noise,,,,,,,,,第一次人工重听,review_01022,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01022_baseline_suspicious_review_b1p000_White_noise_6p50_7p50.wav,model_false_alarm_hard_negative,0.999921,0.585227
yamnet_review_eb75a61f2f09,session_yamnet_review_eb75a61f2f09,P_YAMNET_c1228e08b7,9.5,10.5,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\158621.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\158621.wav,,9.5,10.5,,,,,,,,Noise,,,,,,,,,第一次人工重听,review_01023,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01023_baseline_suspicious_review_b1p000_Noise_9p50_10p50.wav,model_false_alarm_hard_negative,0.999917,0.590042
yamnet_review_a6c6e537e432,session_yamnet_review_a6c6e537e432,P_YAMNET_2870aec9cd,9.5,10.5,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_007045\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_007045\data.wav,,9.5,10.5,,,,,,,,Noise,,,,,,,,,第一次人工重听,review_01024,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01024_baseline_suspicious_review_b1p000_Noise_9p50_10p50.wav,model_false_alarm_hard_negative,0.999917,0.590042
yamnet_review_5adfa2a1ce60,session_yamnet_review_5adfa2a1ce60,P_YAMNET_1338210785,0.5,1.5,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\380695.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\380695.wav,,0.5,1.5,,,,,,,,Music,,,,,,,,,第一次人工重听,review_01027,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01027_baseline_suspicious_review_b1p000_Music_0p50_1p50.wav,model_false_alarm_hard_negative,0.999905,0.784678
yamnet_review_4126fd86fe11,session_yamnet_review_4126fd86fe11,P_YAMNET_237dfcee7b,0.5,1.5,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_032187\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_032187\data.wav,,0.5,1.5,,,,,,,,Music,,,,,,,,,第一次人工重听,review_01028,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01028_baseline_suspicious_review_b1p000_Music_0p50_1p50.wav,model_false_alarm_hard_negative,0.999905,0.784678
yamnet_review_34fa7f6d8394,session_yamnet_review_34fa7f6d8394,P_YAMNET_94f66fd9bc,7.0,8.0,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\425588.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\425588.wav,,7.0,8.0,,,,,,,,Chainsaw,,,,,,,,,第一次人工重听,review_01029,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01029_baseline_suspicious_review_b1p000_Chainsaw_7p00_8p00.wav,model_false_alarm_hard_negative,0.999884,0.647047
yamnet_review_9014620f1d9e,session_yamnet_review_9014620f1d9e,P_YAMNET_2732e25e37,7.0,8.0,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_037442\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_037442\data.wav,,7.0,8.0,,,,,,,,Chainsaw,,,,,,,,,第一次人工重听,review_01030,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01030_baseline_suspicious_review_b1p000_Chainsaw_7p00_8p00.wav,model_false_alarm_hard_negative,0.999884,0.647047
yamnet_review_dd5f4bedc2f5,session_yamnet_review_dd5f4bedc2f5,P_YAMNET_c1228e08b7,5.0,6.0,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\158621.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\158621.wav,,5.0,6.0,,,,,,,,White noise,,,,,,,,,第一次人工重听,review_01031,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01031_baseline_suspicious_review_b1p000_White_noise_5p00_6p00.wav,model_false_alarm_hard_negative,0.999882,0.399532
yamnet_review_07b948c443b5,session_yamnet_review_07b948c443b5,P_YAMNET_2870aec9cd,5.0,6.0,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_007045\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_007045\data.wav,,5.0,6.0,,,,,,,,White noise,,,,,,,,,第一次人工重听,review_01032,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01032_baseline_suspicious_review_b1p000_White_noise_5p00_6p00.wav,model_false_alarm_hard_negative,0.999882,0.399532
yamnet_review_2b56e7891fe8,session_yamnet_review_2b56e7891fe8,P_YAMNET_99539abde5,0.5,1.5,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\380696.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\380696.wav,,0.5,1.5,,,,,,,,Music,,,,,,,,,第一次人工重听,review_01033,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01033_baseline_suspicious_review_b1p000_Music_0p50_1p50.wav,model_false_alarm_hard_negative,0.999874,0.854139
yamnet_review_7d33710797b9,session_yamnet_review_7d33710797b9,P_YAMNET_3009ba4720,0.5,1.5,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_032188\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_032188\data.wav,,0.5,1.5,,,,,,,,Music,,,,,,,,,第一次人工重听,review_01034,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01034_baseline_suspicious_review_b1p000_Music_0p50_1p50.wav,model_false_alarm_hard_negative,0.999874,0.854139
yamnet_review_29612260d359,session_yamnet_review_29612260d359,P_YAMNET_ba51f50ed6,0.0,1.0,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\333714.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\333714.wav,,0.0,1.0,,,,,,,,Music,,,,,,,,,第一次人工重听,review_01035,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01035_baseline_suspicious_review_b1p000_Music_0p00_1p00.wav,model_false_alarm_hard_negative,0.999871,0.778123
yamnet_review_20b38b33bba0,session_yamnet_review_20b38b33bba0,P_YAMNET_edef971fbc,0.0,1.0,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_023891\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_023891\data.wav,,0.0,1.0,,,,,,,,Music,,,,,,,,,第一次人工重听,review_01036,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01036_baseline_suspicious_review_b1p000_Music_0p00_1p00.wav,model_false_alarm_hard_negative,0.999871,0.778123
yamnet_review_a3025c17188f,session_yamnet_review_a3025c17188f,P_YAMNET_94f66fd9bc,6.0,7.0,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\425588.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\425588.wav,,6.0,7.0,,,,,,,,Chainsaw,,,,,,,,,第一次人工重听,review_01037,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01037_baseline_suspicious_review_b1p000_Chainsaw_6p00_7p00.wav,model_false_alarm_hard_negative,0.999867,0.600578
yamnet_review_8e886c405a91,session_yamnet_review_8e886c405a91,P_YAMNET_2732e25e37,6.0,7.0,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_037442\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_037442\data.wav,,6.0,7.0,,,,,,,,Chainsaw,,,,,,,,,第一次人工重听,review_01038,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01038_baseline_suspicious_review_b1p000_Chainsaw_6p00_7p00.wav,model_false_alarm_hard_negative,0.999867,0.600578
yamnet_review_d9b4b1de70f0,session_yamnet_review_d9b4b1de70f0,P_YAMNET_e1649f94ba,2.0,3.0,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\420117.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\420117.wav,,2.0,3.0,,,,,,,,Sawing,,,,,,,,,第一次人工重听,review_01047,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01047_baseline_suspicious_review_b1p000_Sawing_2p00_3p00.wav,model_false_alarm_hard_negative,0.999822,0.289122
yamnet_review_25e4d14e642a,session_yamnet_review_25e4d14e642a,P_YAMNET_3f59d12a8e,2.0,3.0,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_036889\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_036889\data.wav,,2.0,3.0,,,,,,,,Sawing,,,,,,,,,第一次人工重听,review_01048,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01048_baseline_suspicious_review_b1p000_Sawing_2p00_3p00.wav,model_false_alarm_hard_negative,0.999822,0.289122
yamnet_review_bf295aaf74a5,session_yamnet_review_bf295aaf74a5,P_YAMNET_de4d07940d,6.5,7.5,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\200338.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\200338.wav,,6.5,7.5,,,,,,,,"Chink, clink",,,,,,,,,第一次人工重听,review_01049,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01049_baseline_suspicious_review_b1p000_Chink_clink_6p50_7p50.wav,model_false_alarm_hard_negative,0.99982,0.394303
yamnet_review_30de284f0088,session_yamnet_review_30de284f0088,P_YAMNET_6f1a611211,6.5,7.5,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_012059\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_012059\data.wav,,6.5,7.5,,,,,,,,"Chink, clink",,,,,,,,,第一次人工重听,review_01050,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01050_baseline_suspicious_review_b1p000_Chink_clink_6p50_7p50.wav,model_false_alarm_hard_negative,0.99982,0.394303
yamnet_review_7d4febd6e290,session_yamnet_review_7d4febd6e290,P_YAMNET_9af7e063d7,0.5,1.5,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\116890.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\116890.wav,,0.5,1.5,,,,,,,,"Vehicle horn, car horn, honking",,,,,,,,,第一次人工重听,review_01051,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01051_baseline_suspicious_review_b1p000_Vehicle_horn_car_horn_honking_0p50_1p50.wav,model_false_alarm_hard_negative,0.999819,0.834615
yamnet_review_ca04b88083f7,session_yamnet_review_ca04b88083f7,P_YAMNET_c295378746,0.5,1.5,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_001705\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_001705\data.wav,,0.5,1.5,,,,,,,,"Vehicle horn, car horn, honking",,,,,,,,,第一次人工重听,review_01052,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01052_baseline_suspicious_review_b1p000_Vehicle_horn_car_horn_honking_0p50_1p50.wav,model_false_alarm_hard_negative,0.999819,0.834615
yamnet_review_6082805b3cde,session_yamnet_review_6082805b3cde,P_YAMNET_de4d07940d,5.5,6.5,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\200338.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\200338.wav,,5.5,6.5,,,,,,,,Steam,,,,,,,,,第一次人工重听,review_01053,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01053_baseline_suspicious_review_b1p000_Steam_5p50_6p50.wav,model_false_alarm_hard_negative,0.999813,0.271271
yamnet_review_d5384746f645,session_yamnet_review_d5384746f645,P_YAMNET_6f1a611211,5.5,6.5,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_012059\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_012059\data.wav,,5.5,6.5,,,,,,,,Steam,,,,,,,,,第一次人工重听,review_01054,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01054_baseline_suspicious_review_b1p000_Steam_5p50_6p50.wav,model_false_alarm_hard_negative,0.999813,0.271271
yamnet_review_fd7b247f250f,session_yamnet_review_fd7b247f250f,P_YAMNET_185bc4c28f,0.5,1.5,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\274511.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\274511.wav,,0.5,1.5,,,,,,,,Music,,,,,,,,,第一次人工重听,review_01055,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01055_baseline_suspicious_review_b1p000_Music_0p50_1p50.wav,model_false_alarm_hard_negative,0.99979,0.742233
yamnet_review_d9e8a15cabed,session_yamnet_review_d9e8a15cabed,P_YAMNET_625ba7a4ff,0.5,1.5,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_020851\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_020851\data.wav,,0.5,1.5,,,,,,,,Music,,,,,,,,,第一次人工重听,review_01056,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01056_baseline_suspicious_review_b1p000_Music_0p50_1p50.wav,model_false_alarm_hard_negative,0.99979,0.742233
yamnet_review_9298a21c936f,session_yamnet_review_9298a21c936f,P_YAMNET_c19692dcdf,7.5,8.5,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\130369.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\130369.wav,,7.5,8.5,,,,,,,,Water,,,,,,,,,第一次人工重听,review_01057,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01057_baseline_suspicious_review_b1p000_Water_7p50_8p50.wav,model_false_alarm_hard_negative,0.999786,0.902777
yamnet_review_b43ccca944dc,session_yamnet_review_b43ccca944dc,P_YAMNET_3e994d3398,7.5,8.5,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_003442\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_003442\data.wav,,7.5,8.5,,,,,,,,Water,,,,,,,,,第一次人工重听,review_01058,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01058_baseline_suspicious_review_b1p000_Water_7p50_8p50.wav,model_false_alarm_hard_negative,0.999786,0.902777
yamnet_review_398515198ba3,session_yamnet_review_398515198ba3,P_YAMNET_de97103588,18.0,19.0,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\110317.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\110317.wav,,18.0,19.0,,,,,,,,Music,,,,,,,,,第一次人工重听,review_01061,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01061_baseline_suspicious_review_b1p000_Music_18p00_19p00.wav,model_false_alarm_hard_negative,0.999772,0.955915
yamnet_review_db19125d730c,session_yamnet_review_db19125d730c,P_YAMNET_c86346bb81,18.0,19.0,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_001124\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_001124\data.wav,,18.0,19.0,,,,,,,,Music,,,,,,,,,第一次人工重听,review_01062,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01062_baseline_suspicious_review_b1p000_Music_18p00_19p00.wav,model_false_alarm_hard_negative,0.999772,0.955915
yamnet_review_544f44a78d20,session_yamnet_review_544f44a78d20,P_YAMNET_de97103588,12.5,13.5,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\110317.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\110317.wav,,12.5,13.5,,,,,,,,Music,,,,,,,,,第一次人工重听,review_01063,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01063_baseline_suspicious_review_b1p000_Music_12p50_13p50.wav,model_false_alarm_hard_negative,0.999755,0.967939
yamnet_review_c7020dd005b7,session_yamnet_review_c7020dd005b7,P_YAMNET_c86346bb81,12.5,13.5,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_001124\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_001124\data.wav,,12.5,13.5,,,,,,,,Music,,,,,,,,,第一次人工重听,review_01064,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01064_baseline_suspicious_review_b1p000_Music_12p50_13p50.wav,model_false_alarm_hard_negative,0.999755,0.967939
yamnet_review_e7782ded2dee,session_yamnet_review_e7782ded2dee,P_YAMNET_6fcb406a75,1.0,2.0,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\323564.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\323564.wav,,1.0,2.0,,,,,,,,Cacophony,,,,,,,,,第一次人工重听,review_01065,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01065_baseline_suspicious_review_b1p000_Cacophony_1p00_2p00.wav,model_false_alarm_hard_negative,0.999755,0.183106
yamnet_review_d37cf30e52cc,session_yamnet_review_d37cf30e52cc,P_YAMNET_bbfaa38022,1.0,2.0,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_022547\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_022547\data.wav,,1.0,2.0,,,,,,,,Cacophony,,,,,,,,,第一次人工重听,review_01066,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01066_baseline_suspicious_review_b1p000_Cacophony_1p00_2p00.wav,model_false_alarm_hard_negative,0.999755,0.183106
yamnet_review_e33cbf62d917,session_yamnet_review_e33cbf62d917,P_YAMNET_d42315e5e0,5.5,6.5,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\161427.wav,train,True,1.0,yamnet_review_gold,,human_cough_like_hard_negative,human_cough_like,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\161427.wav,,5.5,6.5,,,,,,,,Music,,,,,,,,,第一次人工重听,review_01067,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01067_baseline_suspicious_review_b1p000_Music_5p50_6p50.wav,human_cough_like_hard_negative,0.999737,0.884005
yamnet_review_2a675752c017,session_yamnet_review_2a675752c017,P_YAMNET_1f2bd9c03d,5.5,6.5,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_007384\data.wav,train,True,1.0,yamnet_review_gold,,human_cough_like_hard_negative,human_cough_like,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_007384\data.wav,,5.5,6.5,,,,,,,,Music,,,,,,,,,第一次人工重听,review_01068,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01068_baseline_suspicious_review_b1p000_Music_5p50_6p50.wav,human_cough_like_hard_negative,0.999737,0.884005
yamnet_review_619773b2bac3,session_yamnet_review_619773b2bac3,P_YAMNET_47c10fc24b,4.0,5.0,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\214516.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\214516.wav,,4.0,5.0,,,,,,,,Music,,,,,,,,,第一次人工重听,review_01069,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01069_baseline_suspicious_review_b1p000_Music_4p00_5p00.wav,model_false_alarm_hard_negative,0.999737,0.600854
yamnet_review_05cf5c7a7e80,session_yamnet_review_05cf5c7a7e80,P_YAMNET_7e2e97f862,4.0,5.0,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_013585\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_013585\data.wav,,4.0,5.0,,,,,,,,Music,,,,,,,,,第一次人工重听,review_01070,data\human_review\第一次人工重听\clips\baseline_suspicious_review\01070_baseline_suspicious_review_b1p000_Music_4p00_5p00.wav,model_false_alarm_hard_negative,0.999737,0.600854
